#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
fashionista;Fashionista;;;;;;;;;;;;;x
fashionista_desc;This character is always setting the latest fashions and styles, exploring the bounds of social convention and establishing the standards of the day.;;;;;;;;;;;;;x
socialite;Socialite;;;;;;;;;;;;;x
socialite_desc;This character is a social butterfly, planning and attending events which allow them to make advantageous friendships and gather rumours.;;;;;;;;;;;;;x
alchemist;Alchemist;;;;;;;;;;;;;x
alchemist_desc;This character has a keen inquisitive streak and spends much time experimenting with odd substances, hoping to make some great discovery.;;;;;;;;;;;;;x
brewmaster;Brewmaster;;;;;;;;;;;;;x
brewmaster_desc;This character is a master of brewery and alcohol, having a hand in their own private stock.;;;;;;;;;;;;;x
beast_tamer;Beast Tamer;;;;;;;;;;;;;x
beast_tamer_desc;This character has a penchant for taming and domesticating all manner of unlikely creatures.;;;;;;;;;;;;;x
blacksmith;Blacksmith;;;;;;;;;;;;;x
blacksmith_desc;This character loves the furnance and forge.;;;;;;;;;;;;;x
explorer;Explorer;;;;;;;;;;;;;x
explorer_desc;This character has something of a wanderlust. When not poring over maps and journals they are often found wandering the countryside.;;;;;;;;;;;;;x
engineer;Engineer;;;;;;;;;;;;;x
engineer_desc;This character experiments with simple and complex machinery.;;;;;;;;;;;;;x
monster_hunter;Monster Hunter;;;;;;;;;;;;;x
monster_hunter_desc;This character seeks the most dangerous game.;;;;;;;;;;;;;x
sailor;Sailor;;;;;;;;;;;;;x
sailor_desc;This character has a love of sailing and the sea.;;;;;;;;;;;;;x
flagellant;Flagellant;;;;;;;;;;;;;x
flagellant_desc;This character believes strongly in mortification of the flesh.;;;;;;;;;;;;;x
benefactor;Benefactor;;;;;;;;;;;;;x
benefactor_desc;This character devotes a great deal of effort to benefiting the poor and needy.;;;;;;;;;;;;;x
slaver;Slaver;;;;;;;;;;;;;x
slaver_desc;This character is an enthusiastic participant in the slave trade, involving themselves whenever possible.;;;;;;;;;;;;;x
withdrawn;Withdrawn;;;;;;;;;;;;;x
withdrawn_desc;This character is unenthusiastic at best regarding social interaction. They would much rather delegate to assistants and avoid unnecessary contact with the outside world.;;;;;;;;;;;;;x
reclusive;Reclusive;;;;;;;;;;;;;x
reclusive_desc;This character is rarely seen, having shut themselves away from all others. They are incapable of administering effectively and must employ a regent, while fanciful rumours run rampant.;;;;;;;;;;;;;x
creature_human;Human;;;;;;;;;;;;;x
creature_human_desc;This character is a Human.;;;;;;;;;;;;;x
creature_elf;Elf;;;;;;;;;;;;;x
creature_elf_desc;This character is an Elf.;;;;;;;;;;;;;x
creature_dwarf;Dwarf;;;;;;;;;;;;;x
creature_dwarf_desc;This character is a Dwarf.;;;;;;;;;;;;;x
creature_chaos_dwarf;Chaos Dwarf;;;;;;;;;;;;;x
creature_chaos_dwarf_desc;This character is a Chaos Dwarf.;;;;;;;;;;;;;x
creature_halfling;Halfling;;;;;;;;;;;;;x
creature_halfling_desc;This character is a Halfling.;;;;;;;;;;;;;x
creature_orc;Orc;;;;;;;;;;;;;x
creature_orc_desc;This character is an Orc.;;;;;;;;;;;;;x
creature_goblin;Goblin;;;;;;;;;;;;;x
creature_goblin_desc;This character is a Goblin.;;;;;;;;;;;;;x
creature_snotling;Snotling;;;;;;;;;;;;;x
creature_snotling_desc;This character is a Snotling.;;;;;;;;;;;;;x
creature_nehekharan;Nehekharan;;;;;;;;;;;;;x
creature_nehekharan_desc;This character is an undead Nehekharan.;;;;;;;;;;;;;x
creature_skink;Skink;;;;;;;;;;;;;x
creature_skink_desc;This character is a Skink.;;;;;;;;;;;;;x
creature_skaven;Skaven;;;;;;;;;;;;;x
creature_skaven_desc;This character is a Skaven.;;;;;;;;;;;;;x
creature_ogre;Ogre;;;;;;;;;;;;;x
creature_ogre_desc;This character is an Ogre.;;;;;;;;;;;;;x
creature_beastman;Beastman;;;;;;;;;;;;;x
creature_beastman_desc;This character is a Beastman.;;;;;;;;;;;;;x
mount_dragon;Dragon;;;;;;;;;;;;;x
mount_dragon_desc;This character possesses the services of a dragon.;;;;;;;;;;;;;x
mount_dragon_undead;Undead Dragon;;;;;;;;;;;;;x
mount_dragon_undead_desc;This character possesses the services of a zombie dragon.;;;;;;;;;;;;;x
mount_dragon_chaos;Chaos Dragon;;;;;;;;;;;;;x
mount_dragon_chaos_desc;This character possesses the services of a chaos dragon.;;;;;;;;;;;;;x
mount_pegasus;Pegasus;;;;;;;;;;;;;x
mount_pegasus_desc;This character possesses the services of a pegasus.;;;;;;;;;;;;;x
mount_griffon;Griffon;;;;;;;;;;;;;x
