#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_languille_adj;L'Anguillian;;;;;;;;;;;;;x
c_aquitaine_adj;Aquitanian;;;;;;;;;;;;;x
c_artois_adj;Artoin;;;;;;;;;;;;;x
c_bastonne_adj;Bastonnian;;;;;;;;;;;;;x
c_bordeleaux_adj;Bordelen;;;;;;;;;;;;;x
c_brionne_adj;Brionnian;;;;;;;;;;;;;x
c_carcassonne_adj;Carcassonnian;;;;;;;;;;;;;x
c_gisoreux_adj;Gisoren;;;;;;;;;;;;;x
c_couronne_adj;Couronnian;;;;;;;;;;;;;x
c_lyonesse_adj;Lyonen;;;;;;;;;;;;;x
c_montfort_adj;Montfortian;;;;;;;;;;;;;x
c_mousillon_adj;Mousillonian;;;;;;;;;;;;;x
c_quenelles_adj;Queneller;;;;;;;;;;;;;x
d_languille_adj;L'Anguillian;;;;;;;;;;;;;x
d_aquitaine_adj;Aquitanian;;;;;;;;;;;;;x
d_artois_adj;Artoin;;;;;;;;;;;;;x
d_bastonne_adj;Bastonnian;;;;;;;;;;;;;x
d_bordeleaux_adj;Bordelen;;;;;;;;;;;;;x
d_brionne_adj;Brionnian;;;;;;;;;;;;;x
d_carcassonne_adj;Carcassonnian;;;;;;;;;;;;;x
d_gisoreux_adj;Gisoren;;;;;;;;;;;;;x
d_couronne_adj;Couronnian;;;;;;;;;;;;;x
d_lyonesse_adj;Lyonen;;;;;;;;;;;;;x
d_montfort_adj;Montfortian;;;;;;;;;;;;;x
d_mousillon_adj;Mousillonian;;;;;;;;;;;;;x
d_quenelles_adj;Queneller;;;;;;;;;;;;;x
k_languille_adj;L'Anguillian;;;;;;;;;;;;;x
k_aquitaine_adj;Aquitanian;;;;;;;;;;;;;x
k_artois_adj;Artoin;;;;;;;;;;;;;x
k_bastonne_adj;Bastonnian;;;;;;;;;;;;;x
k_bordeleaux_adj;Bordelen;;;;;;;;;;;;;x
k_brionne_adj;Brionnian;;;;;;;;;;;;;x
k_carcassonne_adj;Carcassonnian;;;;;;;;;;;;;x
k_gisoreux_adj;Gisoren;;;;;;;;;;;;;x
k_couronne_adj;Couronnian;;;;;;;;;;;;;x
k_lyonesse_adj;Lyonen;;;;;;;;;;;;;x
k_montfort_adj;Montfortian;;;;;;;;;;;;;x
k_mousillon_adj;Mousillonian;;;;;;;;;;;;;x
k_quenelles_adj;Queneller;;;;;;;;;;;;;x
e_bretonnia_adj;Bretonnian;;;;;;;;;;;;;x
c_altdorfer_adj;Altdorfer;;;;;;;;;;;;;x
d_altdorfer_adj;Altdorfer;;;;;;;;;;;;;x
k_altdorfer_adj;Altdorfer;;;;;;;;;;;;;x
k_reikland_adj;Reiklander;;;;;;;;;;;;;x
k_averland_adj;Averlander;;;;;;;;;;;;;x
c_talabheim_adj;Talabheimer;;;;;;;;;;;;;x
d_talabheim_adj;Talabheimer;;;;;;;;;;;;;x
k_talabheim_adj;Talabheimer;;;;;;;;;;;;;x
k_talabecland_adj;Talabeclander;;;;;;;;;;;;;x
c_marienburg_adj;Marienburger;;;;;;;;;;;;;x
d_marienburg_adj;Marienburger;;;;;;;;;;;;;x
k_westerland_adj;Westerlander;;;;;;;;;;;;;x
c_middenheim_adj;Middenheimer;;;;;;;;;;;;;x
d_middenheim_adj;Middenheimer;;;;;;;;;;;;;x
k_middenheim_adj;Middenheimer;;;;;;;;;;;;;x
k_middenland_adj;Middenlander;;;;;;;;;;;;;x
k_hochland_adj;Hochlander;;;;;;;;;;;;;x
k_nordland_adj;Nordlander;;;;;;;;;;;;;x
c_wolfenburg_adj;Wolfenburger;;;;;;;;;;;;;x
d_wolfenburg_adj;Wolfenburger;;;;;;;;;;;;;x
k_ostland_adj;Ostlander;;;;;;;;;;;;;x
c_wurtbad_adj;Wurtbader;;;;;;;;;;;;;x
k_stirland_adj;Stirlander;;;;;;;;;;;;;x
c_drakenhof_adj;Drakenhofer;;;;;;;;;;;;;x
k_sylvania_adj;Sylvanian;;;;;;;;;;;;;x
k_drakwald_adj;Drakwalder;;;;;;;;;;;;;x
c_mordheim_adj;Mordheimer;;;;;;;;;;;;;x
d_mordheim_adj;Mordheimer;;;;;;;;;;;;;x
k_ostermark_adj;Ostermarker;;;;;;;;;;;;;x
c_nuln_adj;Nulner;;;;;;;;;;;;;x
d_nuln_adj;Nulner;;;;;;;;;;;;;x
k_nuln_adj;Nulner;;;;;;;;;;;;;x
k_wissenland_adj;Wissenlander;;;;;;;;;;;;;x
c_pfeildorf_adj;Pfeildorfer;;;;;;;;;;;;;x
d_sudenland_adj;Sudenlander;;;;;;;;;;;;;x
d_solland_adj;Sollander;;;;;;;;;;;;;x
k_solland_adj;Sollander;;;;;;;;;;;;;x
k_mootland_adj;Mootlander;;;;;;;;;;;;;x
e_the_empire_adj;Imperial;;;;;;;;;;;;;x
e_talabecland_adj;Imperial Talabeclander;;;;;;;;;;;;;x
e_middenland_adj;Imperial Middenlander;;;;;;;;;;;;;x
e_reikland_adj;Imperial Reiklander;;;;;;;;;;;;;x
e_westerland_adj;Imperial Westerlander;;;;;;;;;;;;;x
c_miragliano_adj;Miraglian;;;;;;;;;;;;;x
c_remas_adj;Reman;;;;;;;;;;;;;x
c_tobaro_adj;Tobaran;;;;;;;;;;;;;x
c_sartosa_adj;Sartosan;;;;;;;;;;;;;x
c_pavona_adj;Pavonan;;;;;;;;;;;;;x
c_trantio_adj;Trantine;;;;;;;;;;;;;x
c_miragliano_adj;Miraglian;;;;;;;;;;;;;x
d_remas_adj;Reman;;;;;;;;;;;;;x
d_tobaro_adj;Tobaran;;;;;;;;;;;;;x
d_sartosa_adj;Sartosan;;;;;;;;;;;;;x
d_pavona_adj;Pavonan;;;;;;;;;;;;;x
d_trantio_adj;Trantine;;;;;;;;;;;;;x
d_miragliano_adj;Miraglian;;;;;;;;;;;;;x
k_remas_adj;Reman;;;;;;;;;;;;;x
k_tobaro_adj;Tobaran;;;;;;;;;;;;;x
k_sartosa_adj;Sartosan;;;;;;;;;;;;;x
k_pavona_adj;Pavonan;;;;;;;;;;;;;x
k_trantio_adj;Trantine;;;;;;;;;;;;;x
e_tilea_adj;Tilean;;;;;;;;;;;;;x
e_estalia_adj;Estalian;;;;;;;;;;;;;x
c_kislev_adj;Kislevite;;;;;;;;;;;;;x
d_kislev_adj;Kislevite;;;;;;;;;;;;;x
k_kislev_adj;Kislevite;;;;;;;;;;;;;x
e_kislev_adj;Kislevite;;;;;;;;;;;;;x
e_norsca_adj;Norscan;;;;;;;;;;;;;x
c_lahmia_adj;Lahmian;;;;;;;;;;;;;x
d_lahmia_adj;Lahmian;;;;;;;;;;;;;x
c_khemri_adj;Khemrian;;;;;;;;;;;;;x
d_khemri_adj;Khemrian;;;;;;;;;;;;;x
e_nehekhara_adj;Nehekharan;;;;;;;;;;;;;x
k_kash_adj;Kashite;;;;;;;;;;;;;x
k_high_nehekhara_adj;High Nehekharan;;;;;;;;;;;;;x
k_lower_nehekhara_adj;Lower Nehekharan;;;;;;;;;;;;;x
d_pferdmark_adj;Pferdmarker;;;;;;;;;;;;;x
d_averheim_adj;Averheimer;;;;;;;;;;;;;x
c_averheim_adj;Averheimer;;;;;;;;;;;;;x
d_wissenberg_adj;Wissenberger;;;;;;;;;;;;;x
c_wissenberg_adj;Wissenberger;;;;;;;;;;;;;x
d_saponatheim_adj;Saponatheimer;;;;;;;;;;;;;x
d_reikwald_adj;Reikwalder;;;;;;;;;;;;;x
d_schildermark_adj;Schildermarker;;;;;;;;;;;;;x
d_ubersreik_adj;Ubersreiker;;;;;;;;;;;;;x
d_frysland_adj;Fryslander;;;;;;;;;;;;;x
MARIENBURG;Marienburg;;;;;;;;;;;;;x
