#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
k_zuungar;Zuungar;;;;;;;;;;;;;x
d_tian;Tian;;;;;;;;;;;;;x
d_kaldan;Kaldan;;;;;;;;;;;;;x
b_andaka;Haizhen;;;;;;;;;;;;;x
b_andaka;Andaka;;;;;;;;;;;;;x
b_tuulud;Tuulud;;;;;;;;;;;;;x
b_ariq;Ariq;;;;;;;;;;;;;x
b_shouxo;Shouxo;;;;;;;;;;;;;x
b_kitbuq;Kitbuq;;;;;;;;;;;;;x
b_tasanda;Tasanda;;;;;;;;;;;;;x
b_kurultai;Kurultai;;;;;;;;;;;;;x
b_ngama;Ngama;;;;;;;;;;;;;x
b_gaanzu;Gaanzu;;;;;;;;;;;;;x
b_temur;Temur;;;;;;;;;;;;;x
d_zuusotyn;Zuusotyn;;;;;;;;;;;;;x
b_toqata;Toqata;;;;;;;;;;;;;x
b_giray;Giray;;;;;;;;;;;;;x
b_song;Song;;;;;;;;;;;;;x
b_duwa;Duwa;;;;;;;;;;;;;x
b_kori;Kori;;;;;;;;;;;;;x
b_yama;Yama;;;;;;;;;;;;;x
b_abishi;Abishi;;;;;;;;;;;;;x
b_one;One;;;;;;;;;;;;;x
b_arghun;Arghun;;;;;;;;;;;;;x
b_halai;Halai;;;;;;;;;;;;;x
b_khurunbur;Khurunbuur;;;;;;;;;;;;;x
b_yass;Yass;;;;;;;;;;;;;x
b_ulunbuur;Ulunbuur;;;;;;;;;;;;;x
b_turang;Turang;;;;;;;;;;;;;x
b_kylmik;Kylmik;;;;;;;;;;;;;x
d_tsetseg;Tsetseg;;;;;;;;;;;;;x
b_erena;Erena;;;;;;;;;;;;;x
b_toba;Toba;;;;;;;;;;;;;x
b_zandar;Zandar;;;;;;;;;;;;;x
b_yueh_zu;Yueh Zu;;;;;;;;;;;;;x
b_jelme;Jelme;;;;;;;;;;;;;x
d_tunggut;Tunggut;;;;;;;;;;;;;x
e_naggaroth;Naggaroth;;;;;;;;;;;;;x
k_naggarond;Naggarond;;;;;;;;;;;;;x
